%time,field.x,field.y,field.z
8249.286,-6.18369508305568,1.7471471938125736,1.5348951631011232
8249.287,-6.183855934365718,1.7468764749159926,1.5349073707470782
8249.288,-6.184016739052284,1.7466057142908866,1.5349195835973102
8249.289,-6.184177497094717,1.7463349118937312,1.5349318016517572
8249.29,-6.184338208476751,1.746064067680948,1.5349440250017206
8249.291,-6.184498873183147,1.7457931816087564,1.5349562536982633
8249.292,-6.184659491199931,1.7455222536346753,1.5349684877554013
8249.293,-6.184820062514962,1.7452512837179293,1.5349807271552272
8249.294,-6.184980587118416,1.7449802718243785,1.5349929712937764
8249.294,-6.185141065002286,1.7447092179217825,1.5350052195937713
8249.296,-6.185301496160361,1.7444381219775689,1.5350174715037752
8249.297,-6.185461880588112,1.7441669839589244,1.5350297264939414
8249.298,-6.1856222182825755,1.743895803833935,1.535041984053018
8249.299,-6.185782509243057,1.7436245815745597,1.5350542434508747
8249.3,-6.185942753470194,1.7433533171543338,1.5350665039858769
8249.301,-6.186102950966237,1.7430820105473843,1.5350787649843611
8249.302,-6.186263101734374,1.74281066172602,1.5350910260350499
8249.302,-6.186423205779796,1.7425392706634235,1.535103286740132
8249.304,-6.186583263109579,1.74226783733444,1.5351155467148463
8249.305,-6.186743273732368,1.7419963617155347,1.5351278055881963
8249.306,-6.186903237657794,1.7417248437853208,1.535140062923553
8249.307,-6.18706315489763,1.741453283522799,1.5351523182889486
8249.31,-6.187223025465392,1.7411816809084155,1.5351645712567494
8249.31,-6.187382849375764,1.7409100359242395,1.5351768214051362
8249.31,-6.18754262664196,1.7406383485444572,1.535189069288439
8249.311,-6.187702357278956,1.7403666187438547,1.5352013153862496
8249.312,-6.187862041303148,1.74009484650086,1.5352135601102346
8249.313,-6.188021678731917,1.7398230317976706,1.535225803814486
8249.314,-6.1881812695850416,1.7395511746234544,1.535238046339689
8249.315,-6.188340813882635,1.7392792749689556,1.5352502875207301
